transaction_id,client_id,portfolio_id,transaction_date,transaction_type,amount_usd,original_currency,fx_rate_applied,asset_class,fee_amount_usd,fee_type,rm_id,notes
2359,45,69,2020-08-30,Inflow,169921.66,CNY,7.145654,Equities,,,James Tan,
2360,45,69,2025-02-02,Inflow,513016.98,CNY,7.394581,Private Credit,,,James Tan,
2361,45,69,2023-10-09,Interest,25645.89,CNY,7.295394,Structured Products,,,James Tan,
2362,45,69,2023-07-07,Inflow,212750.24,CNY,7.322379,Equities,,,James Tan,
2363,45,69,2023-08-28,Fee,-2747.66,CNY,7.104194,Alternatives,2747.66,Performance Fee,James Tan,
2364,45,69,2024-08-28,Outflow,-147379.63,CNY,7.372315,Cash,,,James Tan,
2365,45,69,2023-11-02,Inflow,382998.73,CNY,7.440108,Cash,,,James Tan,
2366,45,69,2023-09-20,Fee,-5853.7,CNY,7.409528,Equities,5853.7,Performance Fee,James Tan,
2367,45,69,2022-05-16,Inflow,227417.69,CNY,7.352478,Alternatives,,,James Tan,
2368,45,69,2023-07-15,Outflow,-217033.43,CNY,7.267122,Fixed Income,,,James Tan,
2369,45,69,2024-06-01,Inflow,495395.39,CNY,7.123279,Structured Products,,,James Tan,
2370,45,69,2025-05-29,Inflow,254998.32,CNY,7.455443,Cash,,,James Tan,
2371,45,69,2020-12-15,Inflow,269376.1,CNY,7.081757,Structured Products,,,James Tan,
2372,45,69,2024-09-08,Inflow,98150.55,CNY,7.134205,Alternatives,,,James Tan,
2373,45,69,2025-09-12,Fee,-10871.42,CNY,7.410764,Equities,10871.42,Transaction Fee,James Tan,
2374,45,69,2021-01-27,Outflow,-287189.45,CNY,7.063421,Fixed Income,,,James Tan,
2375,45,69,2021-12-14,Interest,21806.98,CNY,7.430385,Structured Products,,,James Tan,
2376,45,69,2021-11-25,Inflow,187746.78,CNY,7.095361,Private Credit,,,James Tan,
2377,45,69,2024-10-18,Dividend,25742.2,CNY,7.23546,Equities,,,James Tan,
2378,45,69,2021-10-06,Interest,7661.93,CNY,7.241607,Alternatives,,,James Tan,
2379,46,70,2025-07-15,Outflow,-264420.4,IDR,16212.052776,Cash,,,Mei Lin,
2380,46,70,2025-10-14,Fee,-3339.46,IDR,16255.708246,Private Credit,3339.46,Management Fee,Mei Lin,
2381,46,70,2025-07-13,Inflow,126514.25,IDR,16105.553696,Alternatives,,,Mei Lin,
2382,46,70,2025-01-21,Dividend,7684.12,IDR,16110.259033,Private Credit,,,Mei Lin,
2383,46,70,2025-01-03,Inflow,74349.8,IDR,15752.094728,Cash,,,Mei Lin,
2384,46,70,2025-08-06,Inflow,338399.34,IDR,16012.410675,Equities,,,Mei Lin,
2385,46,70,2025-03-30,Dividend,19411.95,IDR,15735.367753,Alternatives,,,Mei Lin,
2386,46,70,2025-09-11,Inflow,238252.97,IDR,15333.226409,Fixed Income,,,Mei Lin,
2387,46,70,2025-04-03,Inflow,321985.69,IDR,16172.469568,Fixed Income,,,Mei Lin,
2388,46,70,2024-11-18,Inflow,134160.14,IDR,15471.745237,Fixed Income,,,Mei Lin,
2389,46,70,2024-11-18,Fee,-7690.09,IDR,16002.584768,Private Credit,7690.09,Advisory Fee,Mei Lin,
2390,46,70,2025-09-24,Fee,-5799.44,IDR,16166.296014,Private Credit,5799.44,Advisory Fee,Mei Lin,
2391,46,70,2024-12-13,Interest,14009.36,IDR,15863.794355,Structured Products,,,Mei Lin,
2392,46,70,2025-05-11,Fee,-7851.75,IDR,15590.658268,Structured Products,7851.75,Transaction Fee,Mei Lin,
2393,46,70,2025-02-04,Dividend,18759.76,IDR,16118.171271,Private Credit,,,Mei Lin,
2394,46,70,2025-01-02,Fee,-7421.38,IDR,16205.030696,Cash,7421.38,Transaction Fee,Mei Lin,
2395,46,70,2025-12-15,Fee,-3087.71,IDR,15543.791457,Private Credit,3087.71,Management Fee,Mei Lin,
2396,46,70,2025-09-17,Fee,-5995.39,IDR,16188.047666,Equities,5995.39,Transaction Fee,Mei Lin,
2397,46,70,2025-07-18,Dividend,5419.29,IDR,15496.44338,Fixed Income,,,Mei Lin,
2398,46,70,2025-12-16,Inflow,145564.18,IDR,15374.118747,Fixed Income,,,Mei Lin,
2399,46,70,2025-12-07,Dividend,8795.48,IDR,15849.558885,Equities,,,Mei Lin,
2400,46,70,2025-03-16,Fee,-3979.43,IDR,15846.364244,Equities,3979.43,Advisory Fee,Mei Lin,
2401,46,70,2025-11-21,Inflow,244920.41,IDR,16120.330556,Cash,,,Mei Lin,
2402,46,70,2024-12-04,Interest,16978.7,IDR,15410.735171,Fixed Income,,,Mei Lin,
2403,46,70,2024-12-08,Dividend,12027.89,IDR,15926.894043,Equities,,,Mei Lin,
2404,46,70,2024-11-04,Dividend,12721.81,IDR,15971.909313,Alternatives,,,Mei Lin,
2405,47,71,2022-06-23,Inflow,1739682.5,SGD,1.362134,Equities,,,Sofia Lim,
2406,47,71,2022-06-11,Rebalance,-93930.52,SGD,1.325729,Private Credit,,,Sofia Lim,
2407,47,71,2025-11-17,Fee,-33949.62,SGD,1.376428,Equities,33949.62,Transaction Fee,Sofia Lim,
2408,47,71,2022-11-10,Fee,-32606.36,SGD,1.363112,Structured Products,32606.36,Management Fee,Sofia Lim,
2409,47,71,2025-09-12,Inflow,2191006.76,SGD,1.324953,Fixed Income,,,Sofia Lim,
2410,47,71,2022-12-14,Interest,79391.18,SGD,1.360303,Structured Products,,,Sofia Lim,
2411,47,71,2023-10-09,Inflow,1810554.55,SGD,1.348068,Structured Products,,,Sofia Lim,
2412,47,71,2025-07-16,Fee,-27407.04,SGD,1.311906,Alternatives,27407.04,Management Fee,Sofia Lim,
2413,47,71,2023-12-05,Fee,-21522.38,SGD,1.303047,Equities,21522.38,Transaction Fee,Sofia Lim,
2414,47,71,2024-09-29,Fee,-30999.58,SGD,1.353028,Equities,30999.58,Management Fee,Sofia Lim,
2415,47,71,2023-09-08,Outflow,-638352.34,SGD,1.328862,Private Credit,,,Sofia Lim,
2416,47,71,2025-03-14,Outflow,-748091.22,SGD,1.345065,Fixed Income,,,Sofia Lim,
2417,47,71,2023-08-18,Fee,-28089.95,SGD,1.329513,Alternatives,28089.95,Advisory Fee,Sofia Lim,
2418,47,71,2022-08-01,Outflow,-1402719.15,SGD,1.329976,Fixed Income,,,Sofia Lim,
2419,47,71,2022-07-17,Fee,-31857.4,SGD,1.332501,Equities,31857.4,Management Fee,Sofia Lim,
2420,47,71,2023-08-28,Fee,-29638.35,SGD,1.363036,Structured Products,29638.35,Advisory Fee,Sofia Lim,
2421,47,71,2022-05-27,Interest,106649.4,SGD,1.368635,Private Credit,,,Sofia Lim,
2422,47,71,2025-04-03,Inflow,181509.43,SGD,1.36428,Equities,,,Sofia Lim,
2423,47,71,2022-12-29,Rebalance,66979.64,SGD,1.309791,Alternatives,,,Sofia Lim,
2424,47,71,2025-06-04,Rebalance,-99005.65,SGD,1.350097,Private Credit,,,Sofia Lim,
2425,47,71,2023-10-04,FX-Conversion,-64510.99,SGD,1.376055,Private Credit,,,Sofia Lim,
2426,47,71,2025-02-06,Rebalance,3132.67,SGD,1.330198,Fixed Income,,,Sofia Lim,
2427,47,71,2023-05-12,Fee,-24367.72,SGD,1.312251,Equities,24367.72,Performance Fee,Sofia Lim,
2428,47,71,2022-09-04,Inflow,1390994.73,SGD,1.32353,Cash,,,Sofia Lim,
2429,47,71,2023-04-07,Fee,-33335.94,SGD,1.332574,Private Credit,33335.94,Advisory Fee,Sofia Lim,
2430,47,71,2023-03-13,Inflow,1688630.99,SGD,1.310293,Cash,,,Sofia Lim,
2431,47,71,2025-04-09,Fee,-21371.84,SGD,1.306406,Equities,21371.84,Advisory Fee,Sofia Lim,
2432,47,71,2022-07-15,Interest,105971.04,SGD,1.350583,Alternatives,,,Sofia Lim,
2433,47,71,2023-03-09,Outflow,-1355370.52,SGD,1.369448,Alternatives,,,Sofia Lim,
2434,47,71,2022-07-18,Inflow,1612046.83,SGD,1.329471,Fixed Income,,,Sofia Lim,
2435,47,71,2025-05-10,Dividend,39152.06,SGD,1.369384,Alternatives,,,Sofia Lim,
2436,47,71,2022-06-09,Dividend,55604.51,SGD,1.33286,Cash,,,Sofia Lim,
2437,47,71,2023-11-17,Rebalance,15141.88,SGD,1.365304,Structured Products,,,Sofia Lim,
2438,48,72,2019-12-21,Interest,4816.02,USD,0.984487,Private Credit,,,Sofia Lim,
2439,48,72,2025-05-02,Fee,-3345.13,USD,0.997941,Alternatives,3345.13,Performance Fee,Sofia Lim,
2440,48,72,2020-05-29,Dividend,3857.77,USD,1.01121,Alternatives,,,Sofia Lim,
2441,48,72,2020-05-12,FX-Conversion,-52236.58,USD,1.024989,Alternatives,,,Sofia Lim,
2442,48,72,2022-01-22,FX-Conversion,-61134.22,USD,1.001573,Alternatives,,,Sofia Lim,
2443,48,72,2023-04-02,Rebalance,-21056.0,USD,0.983313,Equities,,,Sofia Lim,
2444,48,72,2021-04-21,Interest,4622.96,USD,1.005991,Equities,,,Sofia Lim,
2445,48,72,2025-08-14,Fee,-4415.9,USD,0.984466,Equities,4415.9,Performance Fee,Sofia Lim,
2446,48,72,2020-09-28,Dividend,9962.77,USD,0.978082,Fixed Income,,,Sofia Lim,
2447,48,72,2023-05-05,FX-Conversion,76476.56,USD,1.021289,Equities,,,Sofia Lim,
2448,48,72,2020-07-30,FX-Conversion,52270.72,USD,0.9998,Structured Products,,,Sofia Lim,
2449,48,72,2023-05-23,FX-Conversion,-7657.37,USD,1.000041,Equities,,,Sofia Lim,
2450,48,72,2024-04-13,Interest,14946.09,USD,1.023509,Private Credit,,,Sofia Lim,
2451,48,72,2019-11-02,Rebalance,64069.77,USD,1.029836,Fixed Income,,,Sofia Lim,
2452,48,72,2020-01-18,Fee,-5594.47,USD,1.002984,Alternatives,5594.47,Management Fee,Sofia Lim,
2453,48,72,2025-08-04,Rebalance,37679.34,USD,0.990031,Fixed Income,,,Sofia Lim,
2454,48,72,2025-04-18,Outflow,-229692.92,USD,1.005764,Alternatives,,,Sofia Lim,
2455,48,72,2024-05-17,Rebalance,36024.15,USD,0.993506,Structured Products,,,Sofia Lim,
2456,48,72,2023-08-06,Inflow,71763.07,USD,1.006221,Equities,,,Sofia Lim,
2457,48,72,2021-02-05,Rebalance,54373.48,USD,0.98721,Private Credit,,,Sofia Lim,
2458,48,72,2025-10-06,Outflow,-136676.7,USD,0.998641,Fixed Income,,,Sofia Lim,
2459,48,72,2020-01-06,Fee,-2656.65,USD,1.026496,Cash,2656.65,Performance Fee,Sofia Lim,
2460,48,72,2025-05-22,Inflow,178803.26,USD,0.990111,Fixed Income,,,Sofia Lim,
2461,48,72,2024-05-29,Inflow,316509.6,USD,1.011725,Alternatives,,,Sofia Lim,
2462,48,72,2023-01-06,Inflow,166232.65,USD,1.014829,Structured Products,,,Sofia Lim,
2463,48,72,2023-10-31,Dividend,6542.49,USD,1.026136,Alternatives,,,Sofia Lim,
2464,48,72,2024-07-10,Fee,-1910.29,USD,0.976991,Private Credit,1910.29,Management Fee,Sofia Lim,
2465,48,72,2021-02-28,Fee,-6400.52,USD,1.02249,Equities,6400.52,Performance Fee,Sofia Lim,
2466,48,72,2020-05-03,Fee,-3494.92,USD,1.023072,Fixed Income,3494.92,Transaction Fee,Sofia Lim,
2467,48,72,2020-09-16,Interest,8536.64,USD,1.011094,Equities,,,Sofia Lim,
2468,48,72,2020-07-13,Outflow,-96471.88,USD,1.027167,Private Credit,,,Sofia Lim,
2469,48,72,2022-03-03,Outflow,-127680.1,USD,1.019044,Alternatives,,,Sofia Lim,
2470,48,72,2025-06-05,Fee,-4555.08,USD,1.007583,Cash,4555.08,Transaction Fee,Sofia Lim,
2471,48,72,2025-02-27,Fee,-4917.87,USD,1.007271,Structured Products,4917.87,Performance Fee,Sofia Lim,
2472,48,72,2025-08-07,Interest,13411.89,USD,0.972421,Alternatives,,,Sofia Lim,
2473,48,72,2022-06-07,Outflow,-51082.69,USD,1.001669,Structured Products,,,Sofia Lim,
2474,48,72,2024-09-25,Interest,7358.1,USD,0.998613,Alternatives,,,Sofia Lim,
2475,48,72,2025-11-20,Dividend,5185.38,USD,0.972767,Structured Products,,,Sofia Lim,
2476,48,72,2022-05-04,Dividend,13065.66,USD,0.973204,Structured Products,,,Sofia Lim,
2477,48,72,2023-11-15,Fee,-1767.88,USD,1.000444,Private Credit,1767.88,Management Fee,Sofia Lim,
2478,48,72,2020-06-11,Interest,11056.29,USD,1.026098,Alternatives,,,Sofia Lim,
2479,48,72,2024-10-18,FX-Conversion,61464.97,USD,0.994171,Structured Products,,,Sofia Lim,
2480,48,72,2024-06-08,Interest,14195.49,USD,1.022175,Structured Products,,,Sofia Lim,
2481,48,72,2023-01-16,Interest,11466.46,USD,1.006019,Private Credit,,,Sofia Lim,
2482,49,73,2025-12-30,Dividend,4585.67,CNY,7.249649,Cash,,,Isabella Cruz,
2483,49,73,2025-12-22,Fee,-4620.44,CNY,7.086627,Alternatives,4620.44,Performance Fee,Isabella Cruz,
2484,49,73,2025-12-29,Inflow,272055.01,CNY,7.40826,Equities,,,Isabella Cruz,
2485,49,73,2025-12-29,Dividend,16245.57,CNY,7.40965,Fixed Income,,,Isabella Cruz,
2486,49,73,2025-12-21,Inflow,134656.31,CNY,7.084177,Fixed Income,,,Isabella Cruz,
2487,49,73,2025-12-26,Fee,-6551.15,CNY,7.199957,Structured Products,6551.15,Management Fee,Isabella Cruz,
2488,49,73,2025-12-31,Inflow,185992.62,CNY,7.195689,Structured Products,,,Isabella Cruz,
2489,49,73,2025-12-21,Fee,-6610.46,CNY,7.301657,Cash,6610.46,Management Fee,Isabella Cruz,
2490,49,73,2025-12-22,Dividend,10958.2,CNY,7.454894,Alternatives,,,Isabella Cruz,
2491,49,73,2025-12-23,Fee,-3336.99,CNY,7.305242,Fixed Income,3336.99,Advisory Fee,Isabella Cruz,
2492,49,73,2025-12-28,Inflow,267659.54,CNY,7.385946,Structured Products,,,Isabella Cruz,
2493,49,73,2025-12-24,Interest,16336.46,CNY,7.408236,Alternatives,,,Isabella Cruz,
2494,49,73,2025-12-21,FX-Conversion,13253.57,CNY,7.211394,Private Credit,,,Isabella Cruz,
2495,49,73,2025-12-20,Fee,-3744.32,CNY,7.259331,Fixed Income,3744.32,Advisory Fee,Isabella Cruz,
2496,49,73,2025-12-22,Fee,-2160.99,CNY,7.271674,Alternatives,2160.99,Transaction Fee,Isabella Cruz,
2497,49,73,2025-12-25,Fee,-6362.98,CNY,7.029287,Equities,6362.98,Performance Fee,Isabella Cruz,
2498,49,73,2025-12-27,Interest,12448.06,CNY,7.320656,Equities,,,Isabella Cruz,
2499,49,73,2025-12-22,Interest,7610.43,CNY,7.169129,Structured Products,,,Isabella Cruz,
2500,49,73,2025-12-21,Outflow,-221003.31,CNY,7.195982,Fixed Income,,,Isabella Cruz,
2501,49,73,2025-12-22,Inflow,294327.82,CNY,7.140914,Alternatives,,,Isabella Cruz,
2502,49,73,2025-12-20,Rebalance,-4316.53,CNY,7.11999,Fixed Income,,,Isabella Cruz,
2503,49,73,2025-12-20,Dividend,9238.02,CNY,7.192508,Structured Products,,,Isabella Cruz,
2504,49,73,2025-12-26,Inflow,83578.24,CNY,7.44836,Equities,,,Isabella Cruz,
2505,49,73,2025-12-26,Fee,-2098.8,CNY,7.376538,Equities,2098.8,Performance Fee,Isabella Cruz,
2506,49,73,2025-12-25,Interest,4022.16,CNY,7.051567,Equities,,,Isabella Cruz,
2507,49,73,2025-12-28,Inflow,130290.37,CNY,7.150094,Private Credit,,,Isabella Cruz,
2508,49,73,2025-12-29,Inflow,142408.29,CNY,7.219643,Private Credit,,,Isabella Cruz,
2509,49,73,2025-12-22,Rebalance,-60820.1,CNY,7.275822,Structured Products,,,Isabella Cruz,
2510,49,73,2025-12-27,Dividend,5314.64,CNY,7.339902,Private Credit,,,Isabella Cruz,
2511,49,73,2025-12-23,Dividend,3602.3,CNY,7.237945,Alternatives,,,Isabella Cruz,
2512,49,73,2025-12-27,Fee,-2509.39,CNY,7.407433,Cash,2509.39,Transaction Fee,Isabella Cruz,
2513,49,73,2025-12-31,Fee,-5086.8,CNY,7.172473,Cash,5086.8,Performance Fee,Isabella Cruz,
2514,49,73,2025-12-28,Interest,15154.15,CNY,7.337735,Private Credit,,,Isabella Cruz,
2515,49,73,2025-12-27,Rebalance,96396.49,CNY,7.268419,Equities,,,Isabella Cruz,
2516,49,73,2025-12-29,Inflow,56536.89,CNY,7.429648,Alternatives,,,Isabella Cruz,
2517,49,73,2025-12-30,Fee,-6600.11,CNY,7.110838,Equities,6600.11,Performance Fee,Isabella Cruz,
2518,49,73,2025-12-23,Inflow,324353.92,CNY,7.159289,Fixed Income,,,Isabella Cruz,
2519,49,73,2025-12-31,Rebalance,-31051.78,CNY,7.440265,Fixed Income,,,Isabella Cruz,
2520,49,73,2025-12-21,Fee,-4038.08,CNY,7.391843,Equities,4038.08,Performance Fee,Isabella Cruz,
2521,49,73,2025-12-22,Dividend,11515.35,CNY,7.023002,Equities,,,Isabella Cruz,
2522,49,73,2025-12-21,Inflow,118423.06,CNY,7.245775,Cash,,,Isabella Cruz,
2523,49,73,2025-12-30,Outflow,-159074.29,CNY,7.2719,Cash,,,Isabella Cruz,
2524,49,73,2025-12-25,Outflow,-98020.09,CNY,7.055092,Fixed Income,,,Isabella Cruz,
2525,49,73,2025-12-30,Fee,-3027.25,CNY,7.338169,Alternatives,3027.25,Management Fee,Isabella Cruz,
2526,49,73,2025-12-22,Rebalance,-90442.87,CNY,7.398175,Alternatives,,,Isabella Cruz,
2527,49,73,2025-12-24,Fee,-3870.53,CNY,7.454997,Equities,3870.53,Advisory Fee,Isabella Cruz,
2528,49,73,2025-12-23,Fee,-2953.98,CNY,7.195847,Private Credit,2953.98,Management Fee,Isabella Cruz,
2529,49,73,2025-12-28,Inflow,310221.96,CNY,7.344654,Fixed Income,,,Isabella Cruz,
2530,49,73,2025-12-27,Dividend,15730.94,CNY,7.055458,Fixed Income,,,Isabella Cruz,
2531,49,73,2025-12-22,Dividend,15448.71,CNY,7.278659,Cash,,,Isabella Cruz,
2532,49,73,2025-12-22,Inflow,125072.17,CNY,7.427046,Fixed Income,,,Isabella Cruz,
2533,49,73,2025-12-26,Inflow,147797.87,CNY,7.383242,Structured Products,,,Isabella Cruz,
2534,49,73,2025-12-31,Dividend,6532.64,CNY,7.207863,Cash,,,Isabella Cruz,
2535,49,73,2025-12-23,Rebalance,-51394.12,CNY,7.07275,Structured Products,,,Isabella Cruz,
2536,49,73,2025-12-28,Inflow,336349.96,CNY,7.20022,Private Credit,,,Isabella Cruz,
2537,49,73,2025-12-25,Inflow,325956.62,CNY,7.032756,Cash,,,Isabella Cruz,
2538,49,73,2025-12-31,Fee,-4910.9,CNY,7.318516,Private Credit,4910.9,Transaction Fee,Isabella Cruz,
2539,49,73,2025-12-21,Fee,-1996.91,CNY,7.125297,Private Credit,1996.91,Transaction Fee,Isabella Cruz,
2540,50,74,2023-07-22,Interest,3605.52,SGD,1.301043,Fixed Income,,,Mei Lin,
2541,50,74,2024-12-07,Inflow,54480.96,SGD,1.352776,Structured Products,,,Mei Lin,
2542,50,74,2021-08-10,Inflow,60897.6,SGD,1.35398,Private Credit,,,Mei Lin,
2543,50,74,2021-02-17,FX-Conversion,74690.14,SGD,1.32923,Private Credit,,,Mei Lin,
2544,50,74,2025-01-02,Outflow,-64016.95,SGD,1.355014,Cash,,,Mei Lin,
2545,50,74,2022-12-02,Fee,-494.73,SGD,1.305649,Private Credit,494.73,Performance Fee,Mei Lin,
2546,50,74,2023-11-06,Inflow,62414.66,SGD,1.336521,Structured Products,,,Mei Lin,
2547,50,74,2023-12-24,FX-Conversion,18126.54,SGD,1.361915,Structured Products,,,Mei Lin,
2548,50,74,2022-02-25,Inflow,68998.41,SGD,1.32302,Structured Products,,,Mei Lin,
2549,50,74,2023-09-18,Rebalance,-74625.18,SGD,1.373654,Fixed Income,,,Mei Lin,
2550,50,74,2025-06-02,Outflow,-64231.47,SGD,1.35542,Equities,,,Mei Lin,
2551,50,74,2021-12-08,Dividend,2218.82,SGD,1.357623,Structured Products,,,Mei Lin,
2552,50,74,2024-08-31,Dividend,3959.43,SGD,1.351929,Structured Products,,,Mei Lin,
2553,50,74,2022-04-27,Rebalance,69227.11,SGD,1.348822,Alternatives,,,Mei Lin,
2554,50,74,2023-10-02,Dividend,1084.85,SGD,1.327681,Private Credit,,,Mei Lin,
2555,50,74,2024-02-28,Fee,-1578.2,SGD,1.355701,Cash,1578.2,Management Fee,Mei Lin,
2556,50,74,2023-02-14,Inflow,57340.31,SGD,1.343535,Fixed Income,,,Mei Lin,
2557,50,74,2023-02-27,Outflow,-58066.65,SGD,1.377958,Fixed Income,,,Mei Lin,
2558,50,74,2021-09-11,Inflow,64101.73,SGD,1.330388,Structured Products,,,Mei Lin,
2559,50,74,2021-01-31,FX-Conversion,43881.75,SGD,1.353161,Equities,,,Mei Lin,
2560,50,74,2023-03-27,Fee,-1005.81,SGD,1.368705,Structured Products,1005.81,Performance Fee,Mei Lin,
2561,50,74,2023-11-14,Rebalance,-554.78,SGD,1.367779,Structured Products,,,Mei Lin,
2562,50,74,2025-05-05,Interest,2488.29,SGD,1.315571,Alternatives,,,Mei Lin,
2563,50,74,2024-11-07,Inflow,66601.76,SGD,1.354598,Private Credit,,,Mei Lin,
2564,50,74,2020-08-26,Outflow,-60206.73,SGD,1.363509,Fixed Income,,,Mei Lin,
2565,50,74,2022-09-19,Inflow,77548.53,SGD,1.353151,Alternatives,,,Mei Lin,
2566,50,74,2025-07-07,Outflow,-55698.26,SGD,1.349611,Cash,,,Mei Lin,
2567,50,74,2024-06-29,Fee,-443.3,SGD,1.313301,Equities,443.3,Management Fee,Mei Lin,
2568,50,74,2025-09-10,Fee,-823.31,SGD,1.321373,Private Credit,823.31,Advisory Fee,Mei Lin,
2569,50,74,2021-09-02,Rebalance,-7862.84,SGD,1.331483,Cash,,,Mei Lin,
2570,50,74,2021-06-08,Outflow,-54400.24,SGD,1.351119,Structured Products,,,Mei Lin,
2571,50,74,2024-03-15,FX-Conversion,6540.62,SGD,1.346115,Private Credit,,,Mei Lin,
2572,50,74,2022-02-27,Interest,3625.63,SGD,1.315443,Fixed Income,,,Mei Lin,
2573,50,74,2025-09-14,Rebalance,-31962.79,SGD,1.313019,Equities,,,Mei Lin,
2574,50,74,2021-02-04,Dividend,1418.05,SGD,1.361024,Alternatives,,,Mei Lin,
2575,50,74,2024-09-12,FX-Conversion,-64420.28,SGD,1.37578,Cash,,,Mei Lin,
2576,50,74,2022-10-30,Inflow,55361.61,SGD,1.375864,Structured Products,,,Mei Lin,
2577,50,75,2021-11-22,Outflow,-1121929.28,SGD,1.329552,Structured Products,,,Mei Lin,
2578,50,75,2021-11-27,Rebalance,-78757.88,SGD,1.356933,Structured Products,,,Mei Lin,
2579,50,75,2023-07-17,Outflow,-721437.5,SGD,1.320933,Private Credit,,,Mei Lin,
2580,50,75,2023-09-25,Rebalance,-35124.73,SGD,1.348835,Structured Products,,,Mei Lin,
2581,50,75,2024-11-13,Interest,76385.61,SGD,1.317826,Alternatives,,,Mei Lin,
2582,50,75,2021-07-30,Outflow,-214526.75,SGD,1.354104,Structured Products,,,Mei Lin,
2583,50,75,2025-02-22,Interest,83595.68,SGD,1.308901,Equities,,,Mei Lin,
2584,50,75,2024-10-18,Fee,-10132.78,SGD,1.346591,Fixed Income,10132.78,Advisory Fee,Mei Lin,
2585,50,75,2022-06-02,Interest,77359.27,SGD,1.316699,Equities,,,Mei Lin,
2586,50,75,2022-11-06,Inflow,833335.36,SGD,1.326072,Alternatives,,,Mei Lin,
2587,50,75,2023-01-28,Inflow,1308602.31,SGD,1.329235,Fixed Income,,,Mei Lin,
2588,50,75,2021-10-21,Interest,69490.82,SGD,1.37623,Cash,,,Mei Lin,
2589,50,75,2020-06-28,Inflow,822371.44,SGD,1.325313,Cash,,,Mei Lin,
2590,50,75,2019-07-31,FX-Conversion,90546.12,SGD,1.311835,Alternatives,,,Mei Lin,
2591,50,75,2020-08-15,Outflow,-98259.41,SGD,1.32825,Equities,,,Mei Lin,
2592,50,75,2024-07-09,Outflow,-1349967.98,SGD,1.30961,Structured Products,,,Mei Lin,
2593,50,75,2025-04-10,Fee,-25008.09,SGD,1.360724,Equities,25008.09,Performance Fee,Mei Lin,
2594,50,75,2019-06-23,Outflow,-372271.52,SGD,1.341146,Fixed Income,,,Mei Lin,
2595,50,75,2025-08-27,Rebalance,-19561.28,SGD,1.371371,Alternatives,,,Mei Lin,
2596,50,75,2023-02-10,Fee,-19971.62,SGD,1.369268,Cash,19971.62,Advisory Fee,Mei Lin,
2597,50,75,2025-12-11,Fee,-23245.04,SGD,1.323811,Cash,23245.04,Advisory Fee,Mei Lin,
2598,50,75,2021-04-12,Inflow,633414.53,SGD,1.326918,Private Credit,,,Mei Lin,
2599,50,75,2022-07-15,Fee,-28414.33,SGD,1.377349,Alternatives,28414.33,Transaction Fee,Mei Lin,
2600,50,75,2022-12-16,Interest,38235.56,SGD,1.340163,Structured Products,,,Mei Lin,
2601,50,75,2022-10-25,FX-Conversion,93526.88,SGD,1.365118,Equities,,,Mei Lin,
2602,50,75,2024-03-14,FX-Conversion,-72774.95,SGD,1.368221,Equities,,,Mei Lin,
2603,50,76,2021-03-03,Inflow,128691.76,SGD,1.318258,Alternatives,,,Mei Lin,
2604,50,76,2024-07-23,Rebalance,91692.26,SGD,1.310343,Equities,,,Mei Lin,
2605,50,76,2025-11-06,Interest,10965.35,SGD,1.369626,Equities,,,Mei Lin,
2606,50,76,2021-04-26,Inflow,121810.51,SGD,1.302517,Alternatives,,,Mei Lin,
2607,50,76,2022-01-27,Dividend,8417.99,SGD,1.314445,Cash,,,Mei Lin,
2608,50,76,2021-06-29,Outflow,-185329.11,SGD,1.341993,Alternatives,,,Mei Lin,
2609,50,76,2023-01-29,Outflow,-208221.77,SGD,1.339247,Structured Products,,,Mei Lin,
2610,50,76,2023-09-25,FX-Conversion,98092.61,SGD,1.317656,Private Credit,,,Mei Lin,
2611,50,76,2023-06-13,Rebalance,43872.16,SGD,1.323331,Cash,,,Mei Lin,
2612,50,76,2023-04-01,Inflow,77406.98,SGD,1.367815,Equities,,,Mei Lin,
2613,50,76,2025-01-26,Dividend,5621.22,SGD,1.376156,Alternatives,,,Mei Lin,
2614,50,76,2021-04-27,Fee,-4079.04,SGD,1.359059,Fixed Income,4079.04,Management Fee,Mei Lin,
2615,50,76,2021-12-30,Interest,4704.41,SGD,1.311314,Fixed Income,,,Mei Lin,
2616,50,76,2025-08-24,Dividend,5798.41,SGD,1.307245,Private Credit,,,Mei Lin,
2617,51,77,2024-07-11,Rebalance,-51050.3,IDR,15574.746072,Structured Products,,,Isabella Cruz,
2618,51,77,2024-12-13,Inflow,2738569.28,IDR,15348.965668,Structured Products,,,Isabella Cruz,
2619,51,77,2024-12-19,Interest,180010.16,IDR,15408.563112,Cash,,,Isabella Cruz,
2620,51,77,2025-10-12,Inflow,5273199.78,IDR,15781.115442,Fixed Income,,,Isabella Cruz,
2621,51,77,2025-05-27,Outflow,-2654280.05,IDR,15577.817539,Alternatives,,,Isabella Cruz,
2622,51,77,2024-11-18,Outflow,-4415498.54,IDR,15634.511658,Structured Products,,,Isabella Cruz,
2623,51,77,2024-10-03,Fee,-94424.62,IDR,16178.869582,Private Credit,94424.62,Transaction Fee,Isabella Cruz,
2624,51,77,2025-03-06,Dividend,70979.28,IDR,16149.840779,Cash,,,Isabella Cruz,
2625,51,77,2025-09-26,FX-Conversion,-6245.5,IDR,15386.029196,Private Credit,,,Isabella Cruz,
2626,51,77,2025-02-08,Inflow,4277446.27,IDR,16203.653639,Private Credit,,,Isabella Cruz,
